Book Name,Author,Rating,Number_of_Reviews,Price,Description,Listening Time,Ranks and Genre,Time,combined_text,cluster,dbscan_cluster,agglo_cluster
Confronting Reality: Doing What Matters to Get Things Right,Kevin Gray,4.2,10.0,751.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Confronting Reality: Doing What Matters to Get Things Right Kevin Gray Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Don't Panic - Third Edition: Taking Control of Anxiety Attacks,Reid Wilson PhD,4.6,91.0,703.0,The authority on panic and anxiety - newly revised and expanded. Are you one of the more than 19 million Americans who suffer from anxiety? Don't panic.,-1,-1,10.0,Don't Panic - Third Edition: Taking Control of Anxiety Attacks Reid Wilson PhD The authority on panic and anxiety - newly revised and expanded. Are you one of the more than 19 million Americans who suffer from anxiety? Don't panic. -1,0,-1,0
Trinity,Leon Uris,4.5,274.0,1005.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Trinity Leon Uris Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Horse Whisperer,Nicholas Evans,4.6,276.0,748.0,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",-1,-1,10.0,"The Horse Whisperer Nicholas Evans 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
 -1",7,-1,7
"Divergence: The Heritage Universe, Book 2",Charles Sheffield,4.0,2.0,656.0,"All her life, Darya Lang has dreamed of finding the Builders, whose artifacts she has single-handedly cataloged for the rest of the universe. Troubleshooter and adventurer Hans Rebka has his own dreams of unraveling the mystery of those artifacts. To Louis Nenda and the Cecropian Atvar H'sial, the Builder artifacts represent a once-in-a-lifetime shot at untold wealth. And close behind them come the others: Councilor Julius Graves, who does not trust anyone else to make first contact unassisted; the slaves J'merlia and Kallik, who crave only a reunion with their masters; and the embodied computer E.C. Tally, charged with finding out just what the rest are up to.",-1,-1,10.0,"Divergence: The Heritage Universe, Book 2 Charles Sheffield All her life, Darya Lang has dreamed of finding the Builders, whose artifacts she has single-handedly cataloged for the rest of the universe. Troubleshooter and adventurer Hans Rebka has his own dreams of unraveling the mystery of those artifacts. To Louis Nenda and the Cecropian Atvar H'sial, the Builder artifacts represent a once-in-a-lifetime shot at untold wealth. And close behind them come the others: Councilor Julius Graves, who does not trust anyone else to make first contact unassisted; the slaves J'merlia and Kallik, who crave only a reunion with their masters; and the embodied computer E.C. Tally, charged with finding out just what the rest are up to. -1",0,-1,4
Tempting Love,Kelly Elliott,4.7,111.0,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Tempting Love Kelly Elliott Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Millions,Frank Cottrell Boyce,4.5,181.0,323.0,"Two bothers, Damian and Anthony, are unwittingly caught up in a train robbery during Britain's countdown to join the Euro. Suddenly finding themselves with a vast amount of cash, the boys have just one glorious, appalling dilemma - how to spend it in the few days before it becomes worthless. Torn between the vices of buying a million pizzas and the virtues of ending world poverty, the boys soon discover that being rich is a mug's game. For not only is the clock ticking - the bungling bank robbers are closing in.",-1,-1,10.0,"Millions Frank Cottrell Boyce Two bothers, Damian and Anthony, are unwittingly caught up in a train robbery during Britain's countdown to join the Euro. Suddenly finding themselves with a vast amount of cash, the boys have just one glorious, appalling dilemma - how to spend it in the few days before it becomes worthless. Torn between the vices of buying a million pizzas and the virtues of ending world poverty, the boys soon discover that being rich is a mug's game. For not only is the clock ticking - the bungling bank robbers are closing in. -1",0,-1,4
Millions,Frank Cottrell Boyce,4.5,181.0,323.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Millions Frank Cottrell Boyce Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
"Angels, Miracles, and Heavenly Encounters: Real-Life Stories of Supernatural Events",James Stuart Bell,4.3,107.0,612.0,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",-1,-1,10.0,"Angels, Miracles, and Heavenly Encounters: Real-Life Stories of Supernatural Events James Stuart Bell 

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

 -1",2,-1,5
I'll Give You the Sun,Jandy Nelson,4.7,1188.0,1005.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"I'll Give You the Sun Jandy Nelson Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Curious Case of Benjamin Button,F. Scott Fitzgerald,4.3,361.0,23.0,"Benjamin Button was literally born an old man. He lived a backwards life, for his body grew younger as the years passed him by. Come and listen to the original, unabridged story by F. Scott Fitzgerald which inspired the movie.",-1,-1,10.0,"The Curious Case of Benjamin Button F. Scott Fitzgerald Benjamin Button was literally born an old man. He lived a backwards life, for his body grew younger as the years passed him by. Come and listen to the original, unabridged story by F. Scott Fitzgerald which inspired the movie. -1",0,-1,4
The Terrible Two Go Wild,Mac Barnett,4.7,136.0,773.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Terrible Two Go Wild Mac Barnett Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
The Good Soldier,Ford Madox Ford,3.7,440.0,668.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"The Good Soldier Ford Madox Ford Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,3
Interrogating My Chandal Life: An Autobiography of a Dalit,Manoranjan Byapari,4.8,21.0,1003.0,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",-1,-1,10.0,"Interrogating My Chandal Life: An Autobiography of a Dalit Manoranjan Byapari Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies. -1",1,-1,9
Uncrowned,Will Wight,4.6,936.0,836.0,"Emriss Silentborn, Memory of the World. ",-1,-1,10.0,"Uncrowned Will Wight Emriss Silentborn, Memory of the World.  -1",0,-1,0
What Works: Gender Equality by Design,Iris Bohnet,4.7,56.0,1172.0,"Gender equality is a moral and a business imperative. But unconscious bias holds us back, and de-biasing people’s minds has proven to be difficult and expensive. Diversity training programs have had limited success, and individual effort alone often invites backlash. Behavioral design offers a new solution. By de-biasing organizations instead of individuals, we can make smart changes that have big impacts. Presenting research-based solutions, Iris Bohnet hands us the tools we need to move the needle in classrooms and boardrooms, in hiring and promotion, benefiting businesses, governments, and the lives of millions. What Works is built on new insights into the human mind. It draws on data collected by companies, universities, and governments in Australia, India, Norway, the United Kingdom, the United States, Zambia, and other countries, often in randomized controlled trials. It points out dozens of evidence-based interventions that could be adopted right now and demonstrates how research is addressing gender bias, improving lives and performance. What Works shows what more can be done - often at shockingly low cost and surprisingly high speed.",-1,-1,10.0,"What Works: Gender Equality by Design Iris Bohnet Gender equality is a moral and a business imperative. But unconscious bias holds us back, and de-biasing people’s minds has proven to be difficult and expensive. Diversity training programs have had limited success, and individual effort alone often invites backlash. Behavioral design offers a new solution. By de-biasing organizations instead of individuals, we can make smart changes that have big impacts. Presenting research-based solutions, Iris Bohnet hands us the tools we need to move the needle in classrooms and boardrooms, in hiring and promotion, benefiting businesses, governments, and the lives of millions. What Works is built on new insights into the human mind. It draws on data collected by companies, universities, and governments in Australia, India, Norway, the United Kingdom, the United States, Zambia, and other countries, often in randomized controlled trials. It points out dozens of evidence-based interventions that could be adopted right now and demonstrates how research is addressing gender bias, improving lives and performance. What Works shows what more can be done - often at shockingly low cost and surprisingly high speed. -1",0,-1,0
